asset_id,path,purpose,replacement,consumer_evidence,scan_scope,current_sha256,recovery,authorization,cleanup_candidate,cleanable,reason
A011,.agents/skills/mj-agent-flow-scope-drift/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-flow-scope-drift/SKILL.md,.agents/skills/mj-agent-flow-review-respond/SKILL.md:305; .agents/skills/mj-agent-flow-self-review/SKILL.md:315; .agents/skills/mj-agent-flow-verify/SKILL.md:295,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,60aa5d06738d6ee574f5fca3f8b885b342bb384973da6709fd3361c5e7219ed5,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-flow-scope-drift/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A012,.agents/skills/mj-agent-flow-self-review/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-flow-self-review/SKILL.md,.agents/skills/mj-agent-flow-implement/SKILL.md:325; .agents/skills/mj-agent-flow-review-respond/SKILL.md:304; .agents/skills/mj-agent-flow-scope-drift/SKILL.md:213; .agents/skills/mj-agent-flow-verify/SKILL.md:294,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,b26b54a4a8bea1ffefb56a3282cf49600deb72a25fb60140f46b4e42c21cead2,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-flow-self-review/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A013,.agents/skills/mj-agent-flow-verify/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-flow-verify/SKILL.md,.agents/skills/mj-agent-flow-implement/SKILL.md:324,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,0bc413e1b5480b802042824a73f5bb8f1c5f47727844b9ccac7046e69862a4f0,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-flow-verify/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A014,.agents/skills/mj-agent-git-branch/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-git-branch/SKILL.md,.claude/scripts/guard-git-workflow.ps1; .claude/settings.json; AGENTS.md; CHANGELOG.md; scripts/sdd/agents_sync.py,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,bebf92d1183dafa6c31c4b54ff362710c23e9734fa1c3d36e6e31a02fba3539e,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-git-branch/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A015,.agents/skills/mj-agent-git-commit/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-git-commit/SKILL.md,.agents/skills/mj-agent-flow-self-review/SKILL.md:316; tests/unit/test_carrier_cutover_c1.py:222; tests/unit/test_run_codex_carrier_probe.py:710,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,d0d79d42fa617aaf81dc45ad300796f423a3360222705c2a95a7abc39e8e5150,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-git-commit/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A016,.agents/skills/mj-agent-git-delete/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-git-delete/SKILL.md,.agents/skills/mj-agent-flow-post-merge/SKILL.md:416,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,47d491cd5cadaf1f102f913c5a59da87e80fb110d48ca2aba12bb7d2ce40ee05,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-git-delete/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A017,.agents/skills/mj-agent-git-issue/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-git-issue/SKILL.md,.agents/skills/mj-agent-flow-post-merge/SKILL.md:418; .agents/skills/mj-agent-flow-review-respond/SKILL.md:306,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,34ce7efd8431ea79fda89a974ff2de66c26c867aa9c53e40f170a19ee6d2bd2d,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-git-issue/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A018,.agents/skills/mj-agent-git-pr/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-git-pr/SKILL.md,"tests/unit/test_codex_enforcement_d1a.py:791; tests/unit/test_run_codex_carrier_probe_p1b.py:241,247,270,274,441,514,527,532",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,db8df09a6e927c99ecddc328eb7af0aabea16982f42ef7cbe0b5053c9d0141cf,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-git-pr/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A019,.agents/skills/mj-agent-git-push/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-git-push/SKILL.md,.gitignore; CHANGELOG.md; docs/infrastructure/git/[GUIDE]_Git_Push_Workflow.md; policies/git-branching.md,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,412f28ea801020f303aa397c915a56b24ad4c2e5640e3933a867d79ce388d902,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-git-push/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A020,.agents/skills/mj-agent-git-sync/SKILL.md,replace-generated-carrier,.agents/skills/mj-agent-git-sync/SKILL.md,".agents/skills/mj-agent-flow-post-merge/SKILL.md:417; tests/unit/test_lock_v2.py:54,224",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,e0a227499e21afca764aa828b7ba1c356ff9947cdc620f087b2537eb64cdf050,20e2f24c352cf640d9dd33234b128ca897804b99:.agents/skills/mj-agent-git-sync/SKILL.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A021,.claude/hooks/stop-claude-md-improver/README.md,retire-skeleton,none,tracked inventory / exact source reference,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,951c73c9c4652367a6e074e614dfc916a5d414f3a23e6ae10a5722cca996a5fb,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/hooks/stop-claude-md-improver/README.md,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A022,.claude/hooks/stop-claude-md-improver/on-stop.ps1,retire-skeleton,none,tracked inventory / exact source reference,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,9f137add7ff72c49d7e8f6db2516fb3425de8715046f767d61ec0d4b4712d7c9,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/hooks/stop-claude-md-improver/on-stop.ps1,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A023,.claude/plugins.json,extract-allowed-semantics-then-retire,.codex/config.toml + .codex/hooks.json + .codex/rules/mj-agent.rules,"AGENTS.md:163; policies/ai-agent.md:30,67; policies/documentation.md:244",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,1d548e2f5f803de864409361c036c6c2f3988eb441021f53e21c198d86d07c4a,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/plugins.json,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A024,.claude/scripts/guard-git-workflow.ps1,extract-invariants-then-retire,scripts/sdd/codex_hook_guard.py + .codex/rules/mj-agent.rules,".agents/skills/mj-agent-git-branch/SKILL.md:61; .agents/skills/mj-agent-git-pr/SKILL.md:52; .claude/skills/mj-agent-git-branch/SKILL.md:33; .claude/skills/mj-agent-git-pr/SKILL.md:24; CLAUDE.md:169; CONTRIBUTING.md:63; docs/guide/[GUIDE]_Developer_Onboarding.md:250; policies/data-boundary.md:149; policies/git-branching.md:78,108; sdd/development-agent.yml:358,467; tests/unit/test_guard_git_workflow_hook.py:3",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,f8c1c2f9d099e1a5dd2789b947b2924b845a7ddd369900f8d6901a0c78d30415,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/scripts/guard-git-workflow.ps1,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A025,.claude/scripts/pg-server-start.cmd,migrate-tool,scripts/mcp/pg-server-start.ps1,"capabilities/infrastructure/mcp-server-governance/contracts/governance.contract.yml:20; capabilities/infrastructure/mcp-server-governance/design.md:21,45,76; capabilities/infrastructure/mcp-server-governance/requirements.md:74,88,100; capabilities/infrastructure/mcp-server-governance/runbook.md:148; capabilities/infrastructure/mcp-server-governance/spec.yml:19,36,41",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,ddd8a1b6d883d571b86bd71333bea41f4ed623efe43416b28d184254479e0395,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/scripts/pg-server-start.cmd,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A026,.claude/scripts/pg-server-wrapper.mjs,migrate-tool,scripts/mcp/pg-server-wrapper.mjs,"capabilities/infrastructure/mcp-server-governance/contracts/governance.contract.yml:21; capabilities/infrastructure/mcp-server-governance/design.md:46,77; capabilities/infrastructure/mcp-server-governance/runbook.md:130,148; capabilities/infrastructure/mcp-server-governance/tasks.md:42",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,cb9c551838caa195f70475cb3301f2b96ffdb016d477aed89985ddb8c3a4c4b2,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/scripts/pg-server-wrapper.mjs,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A027,.claude/scripts/setup-mcp-secrets.ps1,migrate-tool,scripts/mcp/setup-mcp-secrets.ps1,".claude/skills/mj-agent-infra-app-start/SKILL.md:127; .claude/skills/mj-agent-infra-env-setup/SKILL.md:3,13,21,239; CLAUDE.md:130; capabilities/infrastructure/mcp-server-governance/runbook.md:149; policies/ai-agent.md:371",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,15efcbb6fd2f4c14a63c5bf3e9e8e685d17fbc709c37c938ee3b5aa57608c2f1,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/scripts/setup-mcp-secrets.ps1,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A028,.claude/settings.json,extract-allowed-semantics-then-retire,.codex/config.toml + .codex/hooks.json + .codex/rules/mj-agent.rules,".agents/skills/mj-agent-doc-validate/SKILL.md:14,148,183; .agents/skills/mj-agent-flow-implement/SKILL.md:14; .agents/skills/mj-agent-flow-intake/SKILL.md:14; .agents/skills/mj-agent-flow-plan/SKILL.md:14; .agents/skills/mj-agent-flow-post-merge/SKILL.md:14; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:14; .agents/skills/mj-agent-flow-review-respond/SKILL.md:14; .agents/skills/mj-agent-flow-scope-drift/SKILL.md:14; .agents/skills/mj-agent-flow-self-review/SKILL.md:14; .agents/skills/mj-agent-flow-verify/SKILL.md:14; .agents/skills/mj-agent-git-branch/SKILL.md:14,62; .agents/skills/mj-agent-git-issue/SKILL.md:14; .agents/skills/mj-agent-git-pr/SKILL.md:14,53,186; .claude/skills/mj-agent-doc-plan/SKILL.md:117; .claude/skills/mj-agent-doc-review/SKILL.md:61,123,149; .claude/skills/mj-agent-doc-sync/SKILL.md:84; .claude/skills/mj-agent-doc-validate/SKILL.md:120,155; .claude/skills/mj-agent-git-branch/SKILL.md:34; .claude/skills/mj-agent-git-pr/SKILL.md:25,158; .claude/skills/mj-agent-git-review-pr/SKILL.md:67; .github/ISSUE_TEMPLATE/maintenance.md:20,40; .github/PULL_REQUEST_TEMPLATE.md:119; .github/PULL_REQUEST_TEMPLATE/bugfix.md:48; .github/PULL_REQUEST_TEMPLATE/documentation.md:42; .github/PULL_REQUEST_TEMPLATE/feature.md:51; .github/PULL_REQUEST_TEMPLATE/hotfix.md:51; .github/PULL_REQUEST_TEMPLATE/maintain.md:44; .github/PULL_REQUEST_TEMPLATE/release.md:40; AGENTS.md:117,163; CLAUDE.md:36; CONTRIBUTING.md:185,197; docs/guide/[GUIDE]_Developer_Onboarding.md:212,250,376; docs/guide/[GUIDE]_MJ_Agent_SPEC_Authoring.md:162; docs/infrastructure/git/[GUIDE]_Git_Push_Workflow.md:256; policies/ai-agent.md:30,111,119,135,143,144,365,392; policies/ci-gates.md:134,295,307,311,319; policies/claude-code-skill.md:135,154,171; policies/data-boundary.md:103,146; policies/documentation.md:88,244,321; policies/git-branching.md:108,135; scripts/check_ai_context_audit.py:66; sdd/adapters/claude-code-skill.md:71; sdd/adapters/codex-skill-preface.md:15; sdd/gates.md:36,91; sdd/workflows/execution-loop.md:192; tests/unit/golden/codex_translation/alpha.out.md:14,58; tests/unit/test_check_ai_context_audit.py:369; tests/unit/test_codex_enforcement_d1a.py:789; tests/unit/test_skill_renderer_translation.py:82,201; tests/unit/test_task0_freeze.py:46,63,211,217,303,321",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,8d9d32dc9cbed0a73446a7c81e4a307739945555281b75b0dcf5cdfd71df4f7c,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/settings.json,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A029,.claude/skills/SKILL_INDEX.md,absorb-index-then-retire,.agents/README.md,scripts/sdd/check_development_agent.py:534; tests/unit/test_dual_agent_compat.py:122,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,0df79ad501b59727ba39164cd6a38346be5370f1be9aa2093de8cd4c0770e269,20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/SKILL_INDEX.md,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
